DTrace trace log for server: DiscServer.EX13Domain.com
[Opened: 2017/11/23 16:54:32]

Windows version: 6.3.9600 (Windows Server 2012 R2)
Time zone: India Standard Time
Time difference to UTC: +5:30

-----

Enabled Trace options

Id    Name                                         Detail     Include Events
99  - runner                                       Verbose    Yes         

-----


Display Filter:
  Include strings:
    EV-
    EV:
    EV~

  No Exclude Strings
-----

Current File Rollover Settings: 100Mb

-----

1	16:55:59.646	 [4200]	(Runner)	<4800>	EV-H	{RuntimeMethodHandle.InvokeMethod} Executing command : elevate msiexec /i "C:\DAServer\Veritas Enterprise Vault Discovery Accelerator Server.msi" /passive SERVICE_DMN="EX13DOMAIN" SERVICE_USR="evsvc" SERVICE_PW="p@ssw0rD" ADDLOCAL="Service,DiscoveryAcceleratorRoot,AdminWeb,Websites,DiscoveryAPI,CustodianManagerWeb,ReportingWebService" DISCOVERY_REPORTING="C:\Program Files (x86)\Enterprise Vault Business Accelerator\DAReporting" INSTALLDIR="C:\Program Files (x86)\Enterprise Vault Business Accelerator" /passive /l*v "C:\DAinstall.log"
15	17:13:22.102	 [1748]	(Runner)	<2740>	EV-L	{Logger.WriteLine} Updated PowerShell execution policy to RemoteSigned
16	17:13:22.758	 [1748]	(Runner)	<2740>	EV-L	{Logger.WriteLine} Adding parameter: C:\FitNesse\Fixtures\Data\EnhancedReporting\PSScripts\ChangeWebSiteAuthenticationSetting.ps1
17	17:13:22.758	 [1748]	(Runner)	<2740>	EV-L	{Logger.WriteLine} Adding parameter: DAReporting
18	17:13:22.758	 [1748]	(Runner)	<2740>	EV-L	{Logger.WriteLine} Adding parameter: windowsAuthentication
19	17:13:22.758	 [1748]	(Runner)	<2740>	EV-L	{Logger.WriteLine} Adding parameter: 0
20	17:13:23.117	 [1748]	(Runner)	<2740>	EV-L	{Logger.WriteLine} script:[C:\FitNesse\Fixtures\Data\EnhancedReporting\PSScripts\ChangeAuthenticationForApplication.ps1] executed with 0 Errors and 0 Warnings.
23	17:16:37.711	 [1748]	(Runner)	<2740>	EV-H	{Helper.CopyDBBackupFiles} Database Backup File DAConfiguration copied
24	17:17:16.727	 [1748]	(Runner)	<2740>	EV-H	{Helper.CopyDBBackupFiles} Database Backup File DACUSTOMER1 copied
25	17:17:19.149	 [1748]	(Runner)	<2740>	EV-H	{Helper.CopyDBBackupFiles} Database Backup File DACUSTOMER2 copied
26	17:17:22.290	 [1748]	(Runner)	<2740>	EV-H	{Helper.CopyDBBackupFiles} Database Backup File DACUSTOMER3 copied
27	17:17:22.290	 [1748]	(Runner)	<2740>	EV-H	{Helper.CreateDaAnalyticsFolder} \\AUTOSQL.EX13DOMAIN.com\C$\DACUSTOMER1created
28	17:17:22.290	 [1748]	(Runner)	<2740>	EV-H	{Helper.CreateDaAnalyticsFolder} \\AUTOSQL.EX13DOMAIN.com\C$\DACUSTOMER2created
29	17:17:22.290	 [1748]	(Runner)	<2740>	EV-H	{Helper.CreateDaAnalyticsFolder} \\AUTOSQL.EX13DOMAIN.com\C$\DACUSTOMER3created
30	17:17:22.774	 [1748]	(Runner)	<2740>	EV~I	DirectoryConnection: Function call: CVersionUpdate::Init() |
31	17:17:22.774	 [1748]	(Runner)	<2740>	EV~I	DirectoryConnection: Function call: CVersionUpdate::ReadRegistryKey |
32	17:17:22.790	 [1748]	(Runner)	<2740>	EV:L	DirectoryConnection (DllGetClassObject) - RegKey UseLocalDirectory [False], SiteAlias [(null)]
33	17:17:22.790	 [1748]	(Runner)	<2740>	EV:L	{InitSockets}
34	17:17:23.149	 [1748]	(Runner)	<2740>	EV:L	CBaseDirectoryServiceWrapper::GetInterface - EntryID [(null)]
35	17:17:23.180	 [1748]	(Runner)	<2740>	EV:H	{CBaseDirectoryServiceWrapper::GetInterface} HRXEX fn trace : Error [0xc0042162], [d:\builds\17\ev\v-mn-s\sources\source\directory\directoryconnection\directoryservicewrapper.cpp, lines {597,624}, built Nov 18 22:03:25 2017].
36	17:17:23.212	 [1748]	(Runner)	<2740>	EV:H	{CBaseDirectoryServiceWrapper::Invoke} HRXEX fn trace : Error [0xc0042162], [d:\builds\17\ev\v-mn-s\sources\source\directory\directoryconnection\directoryservicewrapper.cpp, lines {366,371}, built Nov 18 22:03:25 2017].
37	17:17:23.212	 [1748]	(Runner)	<2740>	EV:H	{CDirectoryConnectionObject::GetSQLServer} HRXEX fn trace : Error [0xc0042162], [d:\builds\17\ev\v-mn-s\sources\source\directory\directoryconnection\directoryconnectionobject_1.cpp, lines {1455,1461}, built Nov 18 22:03:25 2017].
38	17:17:31.149	 [1748]	(Runner)	<2740>	EV-H	{Helper.RestoreDatabase} Database DAConfiguration restored successfully
39	17:18:13.024	 [1748]	(Runner)	<2740>	EV-H	{Helper.RestoreDatabase} Database DACUSTOMER1 restored successfully
40	17:18:23.352	 [1748]	(Runner)	<2740>	EV-H	{Helper.RestoreDatabase} Database DACUSTOMER2 restored successfully
41	17:18:33.774	 [1748]	(Runner)	<2740>	EV-H	{Helper.RestoreDatabase} Database DACUSTOMER3 restored successfully
42	17:18:33.915	 [1748]	(Runner)	<2740>	EV-H	{Helper.AddDbOwner} EX13DOMAIN\evsvc added to db_owner list of database DAConfiguration
43	17:18:33.993	 [1748]	(Runner)	<2740>	EV-H	{Helper.AddDbOwner} EX13DOMAIN\evsvc added to db_owner list of database DACUSTOMER1
44	17:18:34.118	 [1748]	(Runner)	<2740>	EV-H	{Helper.AddDbOwner} EX13DOMAIN\evsvc added to db_owner list of database DACUSTOMER2
45	17:18:34.212	 [1748]	(Runner)	<2740>	EV-H	{Helper.AddDbOwner} EX13DOMAIN\evsvc added to db_owner list of database DACUSTOMER3
46	17:18:35.196	 [1748]	(Runner)	<2740>	EV-H	{AcceleratorConfiguration.AcceleratorConfig} Initiating Configuration
93	17:19:55.634	 [1748]	(Runner)	<2740>	EV-L	{DBUpgrader.UpdateCustomer} No upgrade needed for customer - DACUSTOMER1
94	17:19:55.899	 [1748]	(Runner)	<2740>	EV-L	{DBUpgrader.UpdateCustomer} No upgrade needed for customer - DACUSTOMER2
95	17:19:56.024	 [1748]	(Runner)	<2740>	EV-L	{DBUpgrader.UpdateCustomer} No upgrade needed for customer - DACUSTOMER3
96	17:19:56.134	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method'updateCase'...
97	17:20:00.493	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Getting vault stores for creating new case or updating case..
98	17:20:01.181	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Calling CaseRBOs update method...
99	17:20:05.040	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Case updated successfully!
100	17:20:05.040	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Ending method'updateCase'...
101	17:20:05.056	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method'updateCase'...
102	17:20:05.321	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Getting vault stores for creating new case or updating case..
103	17:20:05.337	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Calling CaseRBOs update method...
104	17:20:05.665	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Case updated successfully!
105	17:20:05.665	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Ending method'updateCase'...
106	17:20:05.665	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method'updateCase'...
107	17:20:05.727	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Getting vault stores for creating new case or updating case..
108	17:20:05.743	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Calling CaseRBOs update method...
109	17:20:06.243	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Case updated successfully!
110	17:20:06.243	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Ending method'updateCase'...
111	17:20:06.243	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method'updateCase'...
112	17:20:06.509	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Getting vault stores for creating new case or updating case..
113	17:20:06.524	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Calling CaseRBOs update method...
114	17:20:07.024	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Case updated successfully!
115	17:20:07.024	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Ending method'updateCase'...
116	17:20:07.024	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method'updateCase'...
117	17:20:07.462	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Getting vault stores for creating new case or updating case..
118	17:20:07.477	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Calling CaseRBOs update method...
119	17:20:07.774	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Case updated successfully!
120	17:20:07.774	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Ending method'updateCase'...
121	17:20:07.774	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method'updateCase'...
122	17:20:07.852	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Getting vault stores for creating new case or updating case..
123	17:20:07.868	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Calling CaseRBOs update method...
124	17:20:08.368	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Case updated successfully!
125	17:20:08.368	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Ending method'updateCase'...
126	17:20:08.368	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method'updateCase'...
127	17:20:23.149	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Getting vault stores for creating new case or updating case..
128	17:20:26.727	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Calling CaseRBOs update method...
129	17:20:36.899	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Case updated successfully!
130	17:20:36.899	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Ending method'updateCase'...
131	17:20:36.899	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method'updateCase'...
132	17:20:50.196	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Getting vault stores for creating new case or updating case..
133	17:20:53.337	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Calling CaseRBOs update method...
134	17:21:01.759	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Case updated successfully!
135	17:21:01.759	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Ending method'updateCase'...
136	17:21:01.759	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method'updateCase'...
137	17:21:14.649	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Getting vault stores for creating new case or updating case..
138	17:21:17.821	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Calling CaseRBOs update method...
139	17:21:27.212	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Case updated successfully!
140	17:21:27.212	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Ending method'updateCase'...
141	17:21:27.228	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method'updateCase'...
142	17:21:38.931	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Getting vault stores for creating new case or updating case..
143	17:21:41.571	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Calling CaseRBOs update method...
144	17:21:48.837	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Case updated successfully!
145	17:21:48.837	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Ending method'updateCase'...
146	17:21:48.837	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method'updateCase'...
147	17:22:03.353	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Getting vault stores for creating new case or updating case..
148	17:22:06.978	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Calling CaseRBOs update method...
149	17:22:16.978	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Case updated successfully!
150	17:22:16.978	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Ending method'updateCase'...
151	17:22:16.978	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method'updateCase'...
152	17:22:28.806	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Getting vault stores for creating new case or updating case..
153	17:22:31.353	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Calling CaseRBOs update method...
154	17:22:38.650	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Case updated successfully!
155	17:22:38.650	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Ending method'updateCase'...
156	17:22:38.650	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method'updateCase'...
157	17:22:50.993	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Getting vault stores for creating new case or updating case..
158	17:22:53.556	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Calling CaseRBOs update method...
159	17:23:01.431	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Case updated successfully!
160	17:23:01.431	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Ending method'updateCase'...
161	17:23:01.431	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method'updateCase'...
162	17:23:12.509	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Getting vault stores for creating new case or updating case..
163	17:23:15.853	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Calling CaseRBOs update method...
164	17:23:23.103	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Case updated successfully!
165	17:23:23.103	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Ending method'updateCase'...
166	17:23:23.306	 [1748]	(Runner)	<2740>	EV-L	{RoleAssignment.addUser} Trying to add principal to DA
167	17:23:23.306	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
168	17:23:23.478	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 7
169	17:23:25.634	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
170	17:23:25.650	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 7
171	17:23:25.728	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Entered 'assignRoles' method
172	17:23:25.728	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting principal login ID of the employee...
173	17:23:25.743	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Found principal login ID of the employee!
174	17:23:25.743	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID using case name for case: Case-3
175	17:23:25.775	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found case ID for case: Case-3, Case ID is: 7
176	17:23:25.775	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting available roles that can be assigned to the user
177	17:23:25.775	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Updating role to the target employee...
178	17:23:25.790	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment}  An exception occured while assigning role:  KVS.Accelerator.Common.AccUserNotPermittedException: You no longer have the necessary permissions to perform the requested operation.|Server stack trace: |   at KVS.Accelerator.RBO.RBO_Base.DemandCaseLevelPermission(Int32 CaseID, Object Context)|   at KVS.Accelerator.RBO.RBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at System.Runtime.Remoting.Messaging.StackBuilderSink._PrivateProcessMessage(IntPtr md, Object[] args, Object server, Object[]& outArgs)|   at System.Runtime.Remoting.Messaging.StackBuilderSink.SyncProcessMessage(IMessage msg)|Exception rethrown at [0]: |   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)|   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)|   at KVS.Accelerator.Interfaces.IRBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at Symantec.EnterpriseVault.Accelerator.AcceleratorFixtures.RoleAssignment.assignRoles()
179	17:23:25.806	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
180	17:23:25.822	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 8
181	17:23:25.853	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Entered 'assignRoles' method
182	17:23:25.853	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting principal login ID of the employee...
183	17:23:25.853	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Found principal login ID of the employee!
184	17:23:25.853	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID using case name for case: Case-4
185	17:23:25.947	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found case ID for case: Case-4, Case ID is: 8
186	17:23:25.947	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting available roles that can be assigned to the user
187	17:23:25.962	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Updating role to the target employee...
188	17:23:25.962	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment}  An exception occured while assigning role:  KVS.Accelerator.Common.AccUserNotPermittedException: You no longer have the necessary permissions to perform the requested operation.|Server stack trace: |   at KVS.Accelerator.RBO.RBO_Base.DemandCaseLevelPermission(Int32 CaseID, Object Context)|   at KVS.Accelerator.RBO.RBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at System.Runtime.Remoting.Messaging.StackBuilderSink._PrivateProcessMessage(IntPtr md, Object[] args, Object server, Object[]& outArgs)|   at System.Runtime.Remoting.Messaging.StackBuilderSink.SyncProcessMessage(IMessage msg)|Exception rethrown at [0]: |   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)|   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)|   at KVS.Accelerator.Interfaces.IRBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at Symantec.EnterpriseVault.Accelerator.AcceleratorFixtures.RoleAssignment.assignRoles()
189	17:23:25.978	 [1748]	(Runner)	<2740>	EV-L	{RoleAssignment.addUser} Trying to add principal to DA
190	17:23:25.978	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
191	17:23:26.009	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 5
192	17:23:26.040	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
193	17:23:26.056	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 5
194	17:23:26.167	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Entered 'assignRoles' method
195	17:23:26.189	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting principal login ID of the employee...
196	17:23:26.228	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Found principal login ID of the employee!
197	17:23:26.228	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID using case name for case: Case-1
198	17:23:26.228	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found case ID for case: Case-1, Case ID is: 5
199	17:23:26.228	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting available roles that can be assigned to the user
200	17:23:26.250	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Updating role to the target employee...
201	17:23:26.321	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment}  An exception occured while assigning role:  KVS.Accelerator.Common.AccUserNotPermittedException: You no longer have the necessary permissions to perform the requested operation.|Server stack trace: |   at KVS.Accelerator.RBO.RBO_Base.DemandCaseLevelPermission(Int32 CaseID, Object Context)|   at KVS.Accelerator.RBO.RBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at System.Runtime.Remoting.Messaging.StackBuilderSink._PrivateProcessMessage(IntPtr md, Object[] args, Object server, Object[]& outArgs)|   at System.Runtime.Remoting.Messaging.StackBuilderSink.SyncProcessMessage(IMessage msg)|Exception rethrown at [0]: |   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)|   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)|   at KVS.Accelerator.Interfaces.IRBO_Roles.UpdateRoleTarget(Int32 caseID, RoleTargetEntity roleTarget)|   at Symantec.EnterpriseVault.Accelerator.AcceleratorFixtures.RoleAssignment.assignRoles()
202	17:23:26.321	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID
203	17:23:26.384	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found Case ID, case ID is: 6
204	17:23:26.571	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Entered 'assignRoles' method
205	17:23:26.571	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting principal login ID of the employee...
206	17:23:26.607	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Found principal login ID of the employee!
207	17:23:26.607	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Entered method to find case ID using case name for case: Case-2
208	17:23:26.712	 [1748]	(Runner)	<2740>	EV-H	{CaseTest} Found case ID for case: Case-2, Case ID is: 6
209	17:23:26.712	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Getting available roles that can be assigned to the user
210	17:23:26.712	 [1748]	(Runner)	<2740>	EV-H	{RoleAssignment} Updating role to the target employee...
